ï»¿,created at,from user,text
90,2023-04-01 14:07:23+00:00,RoketIndo,"Instruksi Pak Presiden Jokowi jelas dan tegas untuk #TransformasiPssi

Dengan di pegang oleh sosok yang tepat, Pak Jokowi berharap #PSSI kedepannya akan berjalan kearah yang lebih baik

Semangat Terus Pak #ErickThohir

#SepakbolaIndonesia #KerjaSatsET #TimnasIndonesia #PialaDunia https://t.co/r7eQcLKXNu"
91,2023-04-01 14:07:00+00:00,bolaskorcom,"Soal Batalnya Indonesia Jadi Tuan Rumah Piala Dunia U-20, Presiden Jokowi: Jangan Saling Menyalahkan.

#bolaskorcom #pssi #jokowi #fifa 

https://t.co/LjWO6H5AXh"
92,2023-04-01 14:03:09+00:00,rahmatamin036,"""Impian kami harus hancur oleh orang-orang yang berbicara mengatasnamakan kemanusiaan. Jangan terlalu memikirkan negara lain jika ingin berbicara kemanusiaan. Kenapa kalian diam ketika tragedi kanjuruhan yang memakan korban lebih dari 100 nyawa hilang?,""

#pildunu20
#pssi
#FIFA"
93,2023-04-01 13:52:28+00:00,psychopat__,#pssi #FIFA23 #FIFA #u-20 https://t.co/9pdzPYquzX
94,2023-04-01 13:30:51+00:00,ayojakartanews,"Piala Dunia U-20 di Indonesia Batal, Jokowi Perintahkan PSSI Siapkan Blueprint dan Jaga Komunikasi dengan FIFA 
#Jokowi #FIFA #pialaduniau20 #pialadunia #timnasu20 #PSSI 

https://t.co/17VYzrrE72"
95,2023-04-01 13:23:13+00:00,theaseanball,"ðŸ—£""Then Tajikistan ðŸ‡¹ðŸ‡¯ and China ðŸ‡¨ðŸ‡³ , which we are now asking for validation,"" said Indra Sjafri, head coach of U22 Indonesia

#PSSI"
96,2023-04-01 13:23:12+00:00,theaseanball,"ðŸ‡®ðŸ‡© To prepare for the 2023 SEA Games, U22 Indonesia has planned to play 4 friendly matches.

The schedule for 2 matches against Lebanon has also been announced.

11/4 | U22 Indonesia ðŸ‡®ðŸ‡© ðŸ†š ðŸ‡±ðŸ‡§ U22 Lebanon
13/4 | U22 Indonesia ðŸ‡®ðŸ‡© ðŸ†š ðŸ‡±ðŸ‡§ U22 Lebanon

#PSSI https://t.co/sCVinEf7eD"
97,2023-04-01 13:05:35+00:00,TasikHost,"PSSI atau Persatuan Sepak Bola Seluruh Indonesia adalah badan pengatur sepak bola di Indonesia. Organisasi ini didirikan pada 19 April 1930 dan telah memainkan peran penting dalam perkembangan sepak bola di Indonesia.

#pssi
#fifa https://t.co/uAz7PNCefr"
98,2023-04-01 12:54:39+00:00,ahmanmuhmaftu,"PIALA ASIA PIALA ASIA.
YANG SAYA HARAP SIH.SEMOGA AJA BAPAK-BAPAK IBU-IBU TERHORMAT
GAK SPEKULASI LAGI TENTANG INDONESIA YANG BAKAL BERHADAPAN DENGAN TIM-TIM KUAT. 
HAHAHAHAHðŸ˜­ðŸ¤£ðŸ˜­ðŸ¤£
#PSSI #pemerintah #IndonesiaMaju https://t.co/Cm3aNiaCwx"
99,2023-04-01 12:52:44+00:00,infoahlulbait,#TolakTimIsrael #TolakU20Israel #TolakTimnasIsrael #Indonesia #Menpora #Menlu #PSSI #PialaDuniaU20 #Ahlulbayt #Ahlulbait #AhlulbaitIndonesia #PanduAhlulbait
100,2023-04-01 12:51:54+00:00,infoahlulbait,#TolakTimIsrael #TolakU20Israel #TolakTimnasIsrael #Indonesia #Menpora #Menlu #PSSI #PialaDuniaU20 #Ahlulbayt #Ahlulbait #AhlulbaitIndonesia #PanduAhlulbait
